,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary
0,52203762,False,Junior разработчик Python Django,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 40000, 'to': 80000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Новорязанская улица', 'building': '18с11', 'description': None, 'lat': 55.7703749989, 'lng': 37.6604122884, 'raw': 'Москва, Новорязанская улица, 18с11', 'metro': {'station_name': 'Комсомольская', 'line_name': 'Сокольническая', 'station_id': '1.54', 'line_id': '1', 'lat': 55.774072, 'lng': 37.654565}, 'metro_stations': [{'station_name': 'Комсомольская', 'line_name': 'Сокольническая', 'station_id': '1.54', 'line_id': '1', 'lat': 55.774072, 'lng': 37.654565}], 'id': '760446'}",,,2022-03-13T10:37:27+0300,2022-03-13T10:37:27+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=52203762,,https://api.hh.ru/vacancies/52203762?host=hh.ru,https://hh.ru/vacancy/52203762,[],"{'id': '1805574', 'name': 'Инсейлс Рус', 'url': 'https://api.hh.ru/employers/1805574', 'alternate_url': 'https://hh.ru/employer/1805574', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/944881.png', '240': 'https://hhcdn.ru/employer-logo/4220061.png', '90': 'https://hhcdn.ru/employer-logo/4220060.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1805574', 'trusted': True}","{'requirement': 'Знание теории алгоритмов и структур данных. Знание языка <highlighttext>Python</highlighttext> и базовые знания фреймворка Django. Знание SQL и теории реляционных баз...', 'responsibility': 'Решать интересные задачи по развитию сервиса, помогать коллегам писать их код еще лучше, участвовать в проектировании новых фич для пользователей...'}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False
1,53237122,False,Intern / Junior Python backend developer,,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}","{'from': None, 'to': 60000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Санкт-Петербург', 'street': 'набережная Обводного канала', 'building': '21', 'description': None, 'lat': 59.917015, 'lng': 30.380897, 'raw': 'Санкт-Петербург, набережная Обводного канала, 21', 'metro': None, 'metro_stations': [], 'id': '6248579'}",,,2022-03-13T18:22:00+0300,2022-03-13T18:22:00+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=53237122,,https://api.hh.ru/vacancies/53237122?host=hh.ru,https://hh.ru/vacancy/53237122,[],"{'id': '4888751', 'name': 'Рекруто', 'url': 'https://api.hh.ru/employers/4888751', 'alternate_url': 'https://hh.ru/employer/4888751', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/869570.png', '90': 'https://hhcdn.ru/employer-logo/3919155.png', '240': 'https://hhcdn.ru/employer-logo/3919156.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4888751', 'trusted': True}","{'requirement': 'Для этого мы ищем начинающего, сообразительного, шустрого, амбициозного интерна-джуна питониста. Опыт в коммерческой разработке не требуется – важнее навык быстро...', 'responsibility': 'Писать тесты. Писать фичи. Подключать фронт.'}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],"[{'id': 'start_after_sixteen', 'name': 'Можно начинать работать после 16:00'}]",False
2,53603216,False,Junior Python Developer,,False,False,"{'id': '4', 'name': 'Новосибирск', 'url': 'https://api.hh.ru/areas/4'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Новосибирск', 'street': 'улица Николаева', 'building': '9/1', 'description': None, 'lat': 54.859901, 'lng': 83.112579, 'raw': 'Новосибирск, улица Николаева, 9/1', 'metro': None, 'metro_stations': [], 'id': '5284105'}",,,2022-03-13T05:54:38+0300,2022-03-13T05:54:38+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=53603216,,https://api.hh.ru/vacancies/53603216?host=hh.ru,https://hh.ru/vacancy/53603216,[],"{'id': '51423', 'name': 'SIBERS', 'url': 'https://api.hh.ru/employers/51423', 'alternate_url': 'https://hh.ru/employer/51423', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/390166.jpg', '90': 'https://hhcdn.ru/employer-logo/2002918.jpeg', '240': 'https://hhcdn.ru/employer-logo/2002919.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=51423', 'trusted': True}","{'requirement': 'Опыт работы: не обязательно. Необходимые навыки: Уверенное владение <highlighttext>Python</highlighttext>. Опыт работы с Django framework. Свободное чтение англоязычной технической документации. ', 'responsibility': None}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
3,39736489,False,"Python-разработчик (Django, DRF)",,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 60000, 'to': 150000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': None, 'street': None, 'building': None, 'description': None, 'lat': None, 'lng': None, 'raw': None, 'metro': {'station_name': 'Сухаревская', 'line_name': 'Калужско-Рижская', 'station_id': '6.137', 'line_id': '6', 'lat': 55.772315, 'lng': 37.63285}, 'metro_stations': [{'station_name': 'Сухаревская', 'line_name': 'Калужско-Рижская', 'station_id': '6.137', 'line_id': '6', 'lat': 55.772315, 'lng': 37.63285}], 'id': '3734130'}",,,2022-03-12T21:37:26+0300,2022-03-12T21:37:26+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=39736489,,https://api.hh.ru/vacancies/39736489?host=hh.ru,https://hh.ru/vacancy/39736489,[],"{'id': '4596113', 'name': 'Фабрика Решений', 'url': 'https://api.hh.ru/employers/4596113', 'alternate_url': 'https://hh.ru/employer/4596113', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/3373013.png', '90': 'https://hhcdn.ru/employer-logo/3373012.png', 'original': 'https://hhcdn.ru/employer-logo-original/732984.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4596113', 'trusted': True}","{'requirement': 'Опыт разработки сложных проектов. Обязателен опыт работы с django 2.*, <highlighttext>python</highlighttext> 3.7, djangorestframework. Знание SQL (в частности, PostgreSQL) и...', 'responsibility': 'Внимание: с командами не работаем, только с индивидуальными исполнителями. Профессиональный рост и участие в построении архитектур сложных систем.'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False
4,46797297,False,Младший Python разработчик / Junior Python Developer (Back-end),,True,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': None, 'street': None, 'building': None, 'description': None, 'lat': None, 'lng': None, 'raw': None, 'metro': {'station_name': 'Горьковская', 'line_name': 'Московско-Петроградская', 'station_id': '15.216', 'line_id': '15', 'lat': 59.956112, 'lng': 30.31889}, 'metro_stations': [{'station_name': 'Горьковская', 'line_name': 'Московско-Петроградская', 'station_id': '15.216', 'line_id': '15', 'lat': 59.956112, 'lng': 30.31889}], 'id': '3465486'}",,,2022-03-14T09:52:49+0300,2022-03-14T09:52:49+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=46797297,,https://api.hh.ru/vacancies/46797297?host=hh.ru,https://hh.ru/vacancy/46797297,[],"{'id': '8884', 'name': 'Доктор Веб', 'url': 'https://api.hh.ru/employers/8884', 'alternate_url': 'https://hh.ru/employer/8884', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/2877229.png', '90': 'https://hhcdn.ru/employer-logo/2877228.png', 'original': 'https://hhcdn.ru/employer-logo-original/609019.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=8884', 'trusted': True}","{'requirement': None, 'responsibility': '...разработке новых сервисов на <highlighttext>Python</highlighttext> 3.x. Мы разрабатываем эффективные сервисы с использованием современных технологий для <highlighttext>Python</highlighttext> (Asyncio, AIOHTTP и...'}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False
5,53620079,False,Программист Python/Java,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 150000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Лесная улица', 'building': '43', 'description': None, 'lat': 55.780583, 'lng': 37.590677, 'raw': 'Москва, Лесная улица, 43', 'metro': {'station_name': 'Белорусская', 'line_name': 'Замоскворецкая', 'station_id': '2.19', 'line_id': '2', 'lat': 55.777439, 'lng': 37.582107}, 'metro_stations': [{'station_name': 'Белорусская', 'line_name': 'Замоскворецкая', 'station_id': '2.19', 'line_id': '2', 'lat': 55.777439, 'lng': 37.582107}], 'id': '143236'}",,,2022-03-13T11:22:53+0300,2022-03-13T11:22:53+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=53620079,,https://api.hh.ru/vacancies/53620079?host=hh.ru,https://hh.ru/vacancy/53620079,[],"{'id': '983624', 'name': 'ИнфоТех', 'url': 'https://api.hh.ru/employers/983624', 'alternate_url': 'https://hh.ru/employer/983624', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=983624', 'trusted': True}","{'requirement': 'Законченное (строго) высшее образование (стажировка исключена!). Знание <highlighttext>Python</highlighttext>/Java. Способность к творческому решению поставленных задач. Желание изучать новые компьютерные технологии...', 'responsibility': 'Примите участие в создании нового интересного проекта. Вам придется спроектировать и написать с нуля большую часть системы, познакомившись со всеми...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
6,53554589,False,Junior python developer,,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Санкт-Петербург', 'street': 'набережная Обводного канала', 'building': '199-201П', 'description': None, 'lat': 59.910474, 'lng': 30.285945, 'raw': 'Санкт-Петербург, набережная Обводного канала, 199-201П', 'metro': {'station_name': 'Балтийская', 'line_name': 'Кировско-Выборгская', 'station_id': '14.203', 'line_id': '14', 'lat': 59.907211, 'lng': 30.299578}, 'metro_stations': [{'station_name': 'Балтийская', 'line_name': 'Кировско-Выборгская', 'station_id': '14.203', 'line_id': '14', 'lat': 59.907211, 'lng': 30.299578}], 'id': '1665808'}",,,2022-03-15T10:49:13+0300,2022-03-15T10:49:13+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=53554589,,https://api.hh.ru/vacancies/53554589?host=hh.ru,https://hh.ru/vacancy/53554589,[],"{'id': '1176181', 'name': 'Крауд', 'url': 'https://api.hh.ru/employers/1176181', 'alternate_url': 'https://hh.ru/employer/1176181', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/1998403.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/389037.jpg', '90': 'https://hhcdn.ru/employer-logo/1998402.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1176181', 'trusted': True}","{'requirement': 'Обязательно: <highlighttext>Python</highlighttext> 3, Django, SQL (PostgreSQL), REST API, WS API. Будет плюсом: React. Опыт разработки от 1 года. ', 'responsibility': 'Разработка бека для веб-приложений в проекте, посвященном обработке большого количества данных. Разработка и поддержка парсеров данных из различных источников...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
7,49789002,False,"Junior programmer (Python, C++)",,True,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2022-03-15T14:36:50+0300,2022-03-15T14:36:50+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=49789002,,https://api.hh.ru/vacancies/49789002?host=hh.ru,https://hh.ru/vacancy/49789002,[],"{'id': '856498', 'name': 'Wargaming (Lesta Studio / RED)', 'url': 'https://api.hh.ru/employers/856498', 'alternate_url': 'https://hh.ru/employer/856498', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/941624.png', '240': 'https://hhcdn.ru/employer-logo/4207037.png', '90': 'https://hhcdn.ru/employer-logo/4207036.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=856498', 'trusted': True}","{'requirement': 'Техническое образование (также студенты последних курсов). Хорошие знания C, <highlighttext>Python</highlighttext>. Наличие портфолио является большим преимуществом. Техническая грамотность. Умение и готовность...', 'responsibility': None}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
8,53555363,False,Junior Программист/Разработчик Python,,False,False,"{'id': '4', 'name': 'Новосибирск', 'url': 'https://api.hh.ru/areas/4'}","{'from': 60000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Новосибирск', 'street': 'улица Николаева', 'building': '12', 'description': None, 'lat': 54.857844, 'lng': 83.111798, 'raw': 'Новосибирск, улица Николаева, 12', 'metro': None, 'metro_stations': [], 'id': '3724874'}",,,2022-03-15T10:59:45+0300,2022-03-15T10:59:45+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=53555363,,https://api.hh.ru/vacancies/53555363?host=hh.ru,https://hh.ru/vacancy/53555363,[],"{'id': '2326492', 'name': 'Телеком-Инжиниринг', 'url': 'https://api.hh.ru/employers/2326492', 'alternate_url': 'https://hh.ru/employer/2326492', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/1758863.png', 'original': 'https://hhcdn.ru/employer-logo-original/329128.png', '90': 'https://hhcdn.ru/employer-logo/1758862.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2326492', 'trusted': True}","{'requirement': 'Знание английского языка достаточное для чтения технической документации. Опыт разработки приложений на <highlighttext>Python</highlighttext>/Qt/C/C#. Желателен опыт работы с.', 'responsibility': 'Разработка, тестирование, отладка и поддержка кросс-платформенных (x86/ARM) приложений на <highlighttext>Python</highlighttext>.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],True
9,52665206,False,Python developer / Junior ML engineer,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Походный проезд', 'building': '4к1', 'description': None, 'lat': 55.834052, 'lng': 37.41087, 'raw': 'Москва, Походный проезд, 4к1', 'metro': {'station_name': 'Сходненская', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.138', 'line_id': '7', 'lat': 55.84926, 'lng': 37.44076}, 'metro_stations': [{'station_name': 'Сходненская', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.138', 'line_id': '7', 'lat': 55.84926, 'lng': 37.44076}, {'station_name': 'Тушинская', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.145', 'line_id': '7', 'lat': 55.825479, 'lng': 37.437024}], 'id': '2752745'}",,,2022-03-14T11:44:23+0300,2022-03-14T11:44:23+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=52665206,,https://api.hh.ru/vacancies/52665206?host=hh.ru,https://hh.ru/vacancy/52665206,[],"{'id': '4108548', 'name': 'Целус Менеджмент', 'url': 'https://api.hh.ru/employers/4108548', 'alternate_url': 'https://hh.ru/employer/4108548', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/654541.jpg', '90': 'https://hhcdn.ru/employer-logo/3059312.jpeg', '240': 'https://hhcdn.ru/employer-logo/3059313.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4108548', 'trusted': True}","{'requirement': 'Уверенное использование <highlighttext>Python</highlighttext>, С будет плюсом. Знание базовых структур данных и алгоритмов, способность оценивать скорость работы алгоритмов. Знание основ теории...', 'responsibility': 'Реализовывать алгоритмы и структуры данных для решения задач на графах. Оптимизировать существующий код. Разрабатывать прототипы для проверки гипотез, связанных с...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
